Year,Country_s,Country_r,Industry_i,Industry_j,BT_demand,BT_supply
1999,AFG,AFG,goods,goods,3.1181534193321907,0.6814161505041685
1999,AFG,AFG,goods,services,10.259349612566597,0.3120673047670631
1999,AFG,AFG,services,goods,10.259349612566597,0.3120673047670631
1999,AFG,AFG,services,services,4.399924650916499,0.6183359153992068
1999,AFG,ALB,goods,goods,2.893013420959011e-4,6.505543258010578e-5
1999,AFG,ALB,goods,services,5.698438078300274e-5,1.3560397858718697e-5
1999,AFG,ALB,services,goods,2.1150323185351036e-4,1.6851645552967912e-5
1999,AFG,ALB,services,services,4.241109843194113e-5,7.016147757660987e-6
1999,AFG,DZA,goods,goods,2.4636809236244142e-5,1.3019508858021655e-5
1999,AFG,DZA,goods,services,2.4474599446316014e-5,1.0549698019320314e-5
1999,AFG,DZA,services,goods,7.757272241718998e-6,4.5293841642273554e-6
1999,AFG,DZA,services,services,8.168064941829728e-6,4.139584782020432e-6
1999,AFG,AND,goods,goods,2.4858511243968463e-4,3.197969995005014e-5
1999,AFG,AND,goods,services,5.2959872197942836e-5,1.8932861973819474e-5
1999,AFG,AND,services,goods,1.4950710364100545e-4,2.459734502208777e-5
1999,AFG,AND,services,services,2.8469359078919076e-5,1.1672279968035425e-5
1999,AFG,AGO,goods,goods,2.857074574480113e-5,1.3667364442846547e-5
1999,AFG,AGO,goods,services,2.768764794733e-5,1.2205560701584848e-5
1999,AFG,AGO,services,goods,1.746757485213994e-5,7.646361260127211e-6
1999,AFG,AGO,services,services,1.1804530034344202e-5,5.61884480438608e-6
1999,ALB,AFG,goods,goods,2.893013420959011e-4,6.505543258010578e-5
1999,ALB,AFG,goods,services,2.1150323185351036e-4,1.6851645552967912e-5
1999,ALB,AFG,services,goods,5.698438078300274e-5,1.3560397858718697e-5
1999,ALB,AFG,services,services,4.241109843194113e-5,7.016147757660987e-6
1999,ALB,ALB,goods,goods,7.444005507101146,0.5694805642621499
1999,ALB,ALB,goods,services,28.71021125752721,0.2830582499806017
1999,ALB,ALB,services,goods,28.71021125752721,0.2830582499806017
1999,ALB,ALB,services,services,5.538563075719805,0.3831013630519193
1999,ALB,DZA,goods,goods,5.519145385158291e-5,9.929583768017324e-6
1999,ALB,DZA,goods,services,5.424956565297974e-5,8.956207022682163e-6
1999,ALB,DZA,services,goods,1.0491189745455923e-5,3.730841062676892e-6
1999,ALB,DZA,services,services,1.0445687672745698e-5,3.3776161730708935e-6
1999,ALB,AND,goods,goods,4.0048029654588576e-4,3.302269722498112e-5
1999,ALB,AND,goods,services,2.705719397170461e-4,1.6990213397069707e-5
1999,ALB,AND,services,goods,1.9966013560243404e-4,2.501507152439545e-5
