Year,Country_s,Country_r,Industry_i,Industry_j,BT_demand,BT_supply
2002,AFG,AFG,goods,goods,3.2149791846151508,0.7097102337909693
2002,AFG,AFG,goods,services,10.187244449362632,0.3150193073934997
2002,AFG,AFG,services,goods,10.187244449362632,0.3150193073934997
2002,AFG,AFG,services,services,4.154950297441145,0.6379702390780088
2002,AFG,ALB,goods,goods,2.984316508799697e-4,6.362324461580839e-5
2002,AFG,ALB,goods,services,5.5978125704135955e-5,1.2335742010781806e-5
2002,AFG,ALB,services,goods,2.442360312846346e-4,1.6603057111454577e-5
2002,AFG,ALB,services,services,4.6796290818069425e-5,6.688543077916059e-6
2002,AFG,DZA,goods,goods,1.819975908494031e-5,9.966887028550511e-6
2002,AFG,DZA,goods,services,1.7281249866092026e-5,7.705776859425577e-6
2002,AFG,DZA,services,goods,5.6539731866905135e-6,3.4041545382220425e-6
2002,AFG,DZA,services,services,5.603852328612174e-6,3.030204008220189e-6
2002,AFG,AND,goods,goods,2.4281746688924996e-4,2.9298942587024176e-5
2002,AFG,AND,goods,services,4.66607715053485e-5,1.667821590990303e-5
2002,AFG,AND,services,goods,1.5018013237839815e-4,2.4582152151174627e-5
2002,AFG,AND,services,services,2.60094525739024e-5,1.1215442188558707e-5
2002,AFG,AGO,goods,goods,2.1695870915182546e-5,1.0882467055570419e-5
2002,AFG,AGO,goods,services,2.2491035296418446e-5,1.0395793684877994e-5
2002,AFG,AGO,services,goods,1.2110289808637542e-5,6.066227751258241e-6
2002,AFG,AGO,services,services,8.708761261825436e-6,4.629534298259703e-6
2002,ALB,AFG,goods,goods,2.984316508799697e-4,6.362324461580839e-5
2002,ALB,AFG,goods,services,2.442360312846346e-4,1.6603057111454577e-5
2002,ALB,AFG,services,goods,5.5978125704135955e-5,1.2335742010781806e-5
2002,ALB,AFG,services,services,4.6796290818069425e-5,6.688543077916059e-6
2002,ALB,ALB,goods,goods,7.195629257722546,0.554643632195931
2002,ALB,ALB,goods,services,28.392777924410733,0.28718385250018674
2002,ALB,ALB,services,goods,28.392777924410733,0.28718385250018674
2002,ALB,ALB,services,services,5.6723338769584934,0.4079124385713546
2002,ALB,DZA,goods,goods,5.829279927541467e-5,9.027508550203361e-6
2002,ALB,DZA,goods,services,6.0426114794983856e-5,8.675835088164866e-6
2002,ALB,DZA,services,goods,1.1417392228930978e-5,3.521749648687882e-6
2002,ALB,DZA,services,services,1.1543036200738189e-5,3.3042658174336185e-6
2002,ALB,AND,goods,goods,4.4111530527945786e-4,3.536397537459506e-5
2002,ALB,AND,goods,services,2.9856823381928374e-4,1.871443037493873e-5
2002,ALB,AND,services,goods,2.2869617399623029e-4,2.8499239182568716e-5
2002,ALB,AND,services,services,7.336581655442537e-5,1.2977356726377534e-5
2002,ALB,AGO,goods,goods,1.566151254864191e-4,1.2778120044909e-5
2002,ALB,AGO,goods,services,1.8809833780846532e-4,1.185395626397094e-5
2002,ALB,AGO,services,goods,3.443223001300266e-5,6.673861836156466e-6
2002,ALB,AGO,services,services,3.423966738817836e-5,5.091002187603282e-6
2002,DZA,AFG,goods,goods,1.819975908494031e-5,9.966887028550511e-6
2002,DZA,AFG,goods,services,5.6539731866905135e-6,3.4041545382220425e-6
2002,DZA,AFG,services,goods,1.7281249866092026e-5,7.705776859425577e-6
2002,DZA,AFG,services,services,5.603852328612174e-6,3.030204008220189e-6
2002,DZA,ALB,goods,goods,5.829279927541467e-5,9.027508550203361e-6
2002,DZA,ALB,goods,services,1.1417392228930978e-5,3.521749648687882e-6
2002,DZA,ALB,services,goods,6.0426114794983856e-5,8.675835088164866e-6
2002,DZA,ALB,services,services,1.1543036200738189e-5,3.3042658174336185e-6
2002,DZA,DZA,goods,goods,1.4084894509754475,0.3502773020933319
2002,DZA,DZA,goods,services,6.749163764048521,0.3532937587138788
2002,DZA,DZA,services,goods,6.749163764048521,0.3532937587138788
2002,DZA,DZA,services,services,2.142797892400967,0.27854786288652295
2002,DZA,AND,goods,goods,1.598703683799482e-4,3.0162718769907485e-5
2002,DZA,AND,goods,services,1.6208570581643787e-5,7.580160907983901e-6
2002,DZA,AND,services,goods,1.2627758739138732e-4,2.204506769764443e-5
2002,DZA,AND,services,services,1.615675455480865e-5,8.179078002344686e-6
2002,DZA,AGO,goods,goods,7.5020812109418904e-06,3.478931831525162e-6
2002,DZA,AGO,goods,services,2.7740014591176244e-6,1.8555705896848727e-6
2002,DZA,AGO,services,goods,6.263925930043775e-6,2.7578423086023326e-6
2002,DZA,AGO,services,services,2.2541423881079943e-6,1.414079342317982e-6
2002,AND,AFG,goods,goods,2.4281746688924996e-4,2.9298942587024176e-5
2002,AND,AFG,goods,services,1.5018013237839815e-4,2.4582152151174627e-5
2002,AND,AFG,services,goods,4.66607715053485e-5,1.667821590990303e-5
2002,AND,AFG,services,services,2.60094525739024e-5,1.1215442188558707e-5
2002,AND,ALB,goods,goods,4.4111530527945786e-4,3.536397537459506e-5
2002,AND,ALB,goods,services,2.2869617399623029e-4,2.8499239182568716e-5
2002,AND,ALB,services,goods,2.9856823381928374e-4,1.871443037493873e-5
