Year,Country_s,Country_r,Industry_i,Industry_j,BT_demand,BT_supply
1996,AFG,AFG,goods,goods,3.0372329624335994,0.716023359748832
1996,AFG,AFG,goods,services,9.062876418403638,0.30780434829472236
1996,AFG,AFG,services,goods,9.062876418403638,0.30780434829472236
1996,AFG,AFG,services,services,4.764263417997303,0.6647229218478082
1996,AFG,ALB,goods,goods,2.6637516689004476e-4,5.6428453982695453e-05
1996,AFG,ALB,goods,services,5.9984920439513535e-5,1.5424495493577853e-5
1996,AFG,ALB,services,goods,2.309231136078177e-4,1.7889575320145576e-5
1996,AFG,ALB,services,services,4.693833777195095e-5,8.316198000081066e-6
1996,AFG,DZA,goods,goods,2.5881347627092803e-5,1.4258846536757463e-5
1996,AFG,DZA,goods,services,2.5901157782065555e-5,1.1214254447085765e-5
1996,AFG,DZA,services,goods,8.489341791890583e-6,4.795291678691128e-6
1996,AFG,DZA,services,services,9.25136992060509e-6,4.436816007725275e-6
1996,AFG,AND,goods,goods,3.6633002588282485e-4,3.2201556523376894e-5
1996,AFG,AND,goods,services,4.9996338092564464e-05,1.789474746349428e-5
1996,AFG,AND,services,goods,2.259494090811293e-4,2.6207831065047497e-5
1996,AFG,AND,services,services,2.9352707592925903e-5,1.1611651566200053e-5
1996,AFG,AGO,goods,goods,3.213865137784933e-5,1.535026642029723e-5
1996,AFG,AGO,goods,services,3.0784524036155434e-5,1.4600497727157851e-5
1996,AFG,AGO,services,goods,2.002401373347525e-5,8.193046559295469e-6
1996,AFG,AGO,services,services,1.3672061545618628e-5,6.627989577586356e-6
1996,ALB,AFG,goods,goods,2.6637516689004476e-4,5.6428453982695453e-05
1996,ALB,AFG,goods,services,2.309231136078177e-4,1.7889575320145576e-5
1996,ALB,AFG,services,goods,5.9984920439513535e-5,1.5424495493577853e-5
1996,ALB,AFG,services,services,4.693833777195095e-5,8.316198000081066e-6
1996,ALB,ALB,goods,goods,8.75717509784899,0.652578648856273
1996,ALB,ALB,goods,services,29.287269181219013,0.24243152477322183
1996,ALB,ALB,services,goods,29.287269181219013,0.24243152477322183
1996,ALB,ALB,services,services,5.643518700868045,0.34339012299467636
1996,ALB,DZA,goods,goods,6.210897039822558e-5,1.152770064826423e-5
1996,ALB,DZA,goods,services,6.769399819912669e-5,1.0993586716852478e-5
1996,ALB,DZA,services,goods,1.1766853302750821e-5,4.553871999442452e-6
1996,ALB,DZA,services,services,1.2763339410438163e-5,4.265951508828076e-6
1996,ALB,AND,goods,goods,5.214267476548274e-4,4.077419772780576e-5
1996,ALB,AND,goods,services,2.882126766582875e-4,1.97191037037958e-5
1996,ALB,AND,services,goods,3.1437717396479777e-4,3.177949797181692e-5
1996,ALB,AND,services,services,6.975315262713129e-5,1.313214701721686e-5
1996,ALB,AGO,goods,goods,1.5919831910028498e-4,1.542758217184857e-5
1996,ALB,AGO,goods,services,2.0086234310660834e-4,1.4329590763916245e-5
1996,ALB,AGO,services,goods,3.732763830524884e-5,8.12513662979894e-6
1996,ALB,AGO,services,services,3.578497791526578e-5,6.424088114298625e-6
1996,DZA,AFG,goods,goods,2.5881347627092803e-5,1.4258846536757463e-5
1996,DZA,AFG,goods,services,8.489341791890583e-6,4.795291678691128e-6
1996,DZA,AFG,services,goods,2.5901157782065555e-5,1.1214254447085765e-5
1996,DZA,AFG,services,services,9.25136992060509e-6,4.436816007725275e-6
1996,DZA,ALB,goods,goods,6.210897039822558e-5,1.152770064826423e-5
1996,DZA,ALB,goods,services,1.1766853302750821e-5,4.553871999442452e-6
1996,DZA,ALB,services,goods,6.769399819912669e-5,1.0993586716852478e-5
1996,DZA,ALB,services,services,1.2763339410438163e-5,4.265951508828076e-6
1996,DZA,DZA,goods,goods,1.4972428548178118,0.3733368608493766
1996,DZA,DZA,goods,services,7.575382097595673,0.3257651196522935
1996,DZA,DZA,services,goods,7.575382097595673,0.3257651196522935
1996,DZA,DZA,services,services,2.4233544703368737,0.2607517415454849
1996,DZA,AND,goods,goods,2.593391275631078e-4,3.4675592453790605e-5
1996,DZA,AND,goods,services,1.940915897333933e-5,9.065662165254042e-6
1996,DZA,AND,services,goods,2.1986795846000323e-4,2.699148254475374e-5
1996,DZA,AND,services,services,2.0254259441989803e-5,9.537016471960798e-6
1996,DZA,AGO,goods,goods,1.1183600155795575e-5,4.6318963008327615e-6
1996,DZA,AGO,goods,services,4.143915259989064e-6,2.637006447530572e-6
1996,DZA,AGO,services,goods,1.1299628115440619e-5,3.974218189264414e-6
1996,DZA,AGO,services,services,3.993708962239488e-6,2.1585928319927814e-6
1996,AND,AFG,goods,goods,3.6633002588282485e-4,3.2201556523376894e-5
1996,AND,AFG,goods,services,2.259494090811293e-4,2.6207831065047497e-5
1996,AND,AFG,services,goods,4.9996338092564464e-05,1.789474746349428e-5
1996,AND,AFG,services,services,2.9352707592925903e-5,1.1611651566200053e-5
1996,AND,ALB,goods,goods,5.214267476548274e-4,4.077419772780576e-5
1996,AND,ALB,goods,services,3.1437717396479777e-4,3.177949797181692e-5
1996,AND,ALB,services,goods,2.882126766582875e-4,1.97191037037958e-5
1996,AND,ALB,services,services,6.975315262713129e-5,1.313214701721686e-5
1996,AND,DZA,goods,goods,2.593391275631078e-4,3.4675592453790605e-5
1996,AND,DZA,goods,services,2.1986795846000323e-4,2.699148254475374e-5
