Year,Country_s,Country_r,Industry_i,Industry_j,BT_demand,BT_supply
2014,AFG,AFG,goods,goods,2.647377106627925,0.6906576262721819
2014,AFG,AFG,goods,services,7.883241617488231,0.30137110526323935
2014,AFG,AFG,services,goods,7.883241617488231,0.30137110526323935
2014,AFG,AFG,services,services,3.984680420213264,0.643825715296537
2014,AFG,ALB,goods,goods,5.108258227140877e-4,1.1257154003694668e-4
2014,AFG,ALB,goods,services,9.838093257906802e-5,1.9743529395347096e-5
2014,AFG,ALB,services,goods,3.39081866528878e-4,2.375652808451796e-5
2014,AFG,ALB,services,services,7.229106883824132e-5,9.394121835130403e-6
2014,AFG,DZA,goods,goods,2.5454519503392192e-5,1.2485975089474464e-5
2014,AFG,DZA,goods,services,2.5947430428673512e-5,1.0991213239161599e-5
2014,AFG,DZA,services,goods,9.478298097236784e-6,4.867606403233574e-6
2014,AFG,DZA,services,services,9.166801376289124e-6,4.320736995618219e-6
2014,AFG,AND,goods,goods,8.135540287835037e-4,3.152132315459011e-5
2014,AFG,AND,goods,services,5.963754208168009e-5,1.9947881285283923e-5
2014,AFG,AND,services,goods,4.848994407703621e-4,2.7393363382536965e-5
2014,AFG,AND,services,services,3.272676275142525e-5,1.30581147100611e-5
2014,AFG,AGO,goods,goods,3.6984522032933486e-5,1.770882064715308e-5
2014,AFG,AGO,goods,services,4.798566481928097e-5,2.1149262483751928e-5
2014,AFG,AGO,services,goods,1.5211630392314447e-5,7.655635315374402e-6
2014,AFG,AGO,services,services,1.6842842982804403e-5,8.203731600325202e-6
2014,ALB,AFG,goods,goods,5.108258227140877e-4,1.1257154003694668e-4
2014,ALB,AFG,goods,services,3.39081866528878e-4,2.375652808451796e-5
2014,ALB,AFG,services,goods,9.838093257906802e-5,1.9743529395347096e-5
2014,ALB,AFG,services,services,7.229106883824132e-5,9.394121835130403e-6
2014,ALB,ALB,goods,goods,7.802731999800599,0.4292560084069794
2014,ALB,ALB,goods,services,33.04909848961866,0.270951283012944
2014,ALB,ALB,services,goods,33.04909848961866,0.270951283012944
2014,ALB,ALB,services,services,7.438585229833076,0.454024644249396
2014,ALB,DZA,goods,goods,8.13201739922209e-5,1.1429193784835846e-5
2014,ALB,DZA,goods,services,1.2267723600509656e-4,1.4132935464833844e-5
2014,ALB,DZA,services,goods,1.8977166208867068e-5,4.633645778183911e-6
2014,ALB,DZA,services,services,2.3880655490470627e-5,4.940592788004336e-6
2014,ALB,AND,goods,goods,0.001496646731618762,6.1922352939404e-5
2014,ALB,AND,goods,services,5.373842729852258e-4,3.250324757389926e-5
2014,ALB,AND,services,goods,0.0011629023971904428,5.582518722937471e-5
2014,ALB,AND,services,services,1.5153255076434197e-4,2.3925098091788827e-5
2014,ALB,AGO,goods,goods,4.1454208987943685e-4,2.4653645639199743e-5
2014,ALB,AGO,goods,services,5.75721290315133e-4,2.751072270483372e-5
2014,ALB,AGO,services,goods,8.075266959738046e-5,9.983416071750862e-6
2014,ALB,AGO,services,services,1.0129337732567364e-4,9.465369206913253e-6
2014,DZA,AFG,goods,goods,2.5454519503392192e-5,1.2485975089474464e-5
2014,DZA,AFG,goods,services,9.478298097236784e-6,4.867606403233574e-6
2014,DZA,AFG,services,goods,2.5947430428673512e-5,1.0991213239161599e-5
2014,DZA,AFG,services,services,9.166801376289124e-6,4.320736995618219e-6
2014,DZA,ALB,goods,goods,8.13201739922209e-5,1.1429193784835846e-5
2014,DZA,ALB,goods,services,1.8977166208867068e-5,4.633645778183911e-6
2014,DZA,ALB,services,goods,1.2267723600509656e-4,1.4132935464833844e-5
2014,DZA,ALB,services,services,2.3880655490470627e-5,4.940592788004336e-6
2014,DZA,DZA,goods,goods,1.4886298637895607,0.30055101624092867
2014,DZA,DZA,goods,services,6.1638472813867855,0.34090294826813494
2014,DZA,DZA,services,goods,6.1638472813867855,0.34090294826813494
2014,DZA,DZA,services,services,2.088603430035789,0.27729891667032286
2014,DZA,AND,goods,goods,6.330353438961748e-4,4.1243778728392694e-5
2014,DZA,AND,goods,services,2.903399863679828e-5,1.2842542659642255e-5
2014,DZA,AND,services,goods,5.90108621992618e-4,3.541037671877118e-5
2014,DZA,AND,services,services,2.7918640677640686e-5,1.33162979383213e-5
2014,DZA,AGO,goods,goods,9.128077616840728e-6,3.896751489617707e-6
2014,DZA,AGO,goods,services,5.021312777682784e-6,2.6826001485473273e-6
2014,DZA,AGO,services,goods,6.242374478404687e-6,2.6186761085651948e-6
2014,DZA,AGO,services,services,2.7539267081614774e-6,1.5979615889764284e-6
2014,AND,AFG,goods,goods,8.135540287835037e-4,3.152132315459011e-5
2014,AND,AFG,goods,services,4.848994407703621e-4,2.7393363382536965e-5
2014,AND,AFG,services,goods,5.963754208168009e-5,1.9947881285283923e-5
2014,AND,AFG,services,services,3.272676275142525e-5,1.30581147100611e-5
2014,AND,ALB,goods,goods,0.001496646731618762,6.1922352939404e-5
2014,AND,ALB,goods,services,0.0011629023971904428,5.582518722937471e-5
2014,AND,ALB,services,goods,5.373842729852258e-4,3.250324757389926e-5
2014,AND,ALB,services,services,1.5153255076434197e-4,2.3925098091788827e-5
2014,AND,DZA,goods,goods,6.330353438961748e-4,4.1243778728392694e-5
2014,AND,DZA,goods,services,5.90108621992618e-4,3.541037671877118e-5
2014,AND,DZA,services,goods,2.903399863679828e-5,1.2842542659642255e-5
2014,AND,DZA,services,services,2.7918640677640686e-5,1.33162979383213e-5
2014,AND,AND,goods,goods,31.289955215863362,0.6838814310523735
2014,AND,AND,goods,services,131.08027117644065,0.34424909743756693
2014,AND,AND,services,goods,131.08027117644065,0.34424909743756693
2014,AND,AND,services,services,4.202648352782955,0.5653073263069052
2014,AND,AGO,goods,goods,8.789000989544269e-4,5.460221286246254e-5
2014,AND,AGO,goods,services,0.0010836109922834378,6.426230298796564e-5
2014,AND,AGO,services,goods,3.7920711744080166e-5,2.0290205588616722e-5
2014,AND,AGO,services,services,4.408166987945196e-5,2.2165236524183267e-5
2014,AGO,AFG,goods,goods,3.6984522032933486e-5,1.770882064715308e-5
2014,AGO,AFG,goods,services,1.5211630392314447e-5,7.655635315374402e-6
2014,AGO,AFG,services,goods,4.798566481928097e-5,2.1149262483751928e-5
2014,AGO,AFG,services,services,1.6842842982804403e-5,8.203731600325202e-6
2014,AGO,ALB,goods,goods,4.1454208987943685e-4,2.4653645639199743e-5
2014,AGO,ALB,goods,services,8.075266959738046e-5,9.983416071750862e-6
2014,AGO,ALB,services,goods,5.75721290315133e-4,2.751072270483372e-5
2014,AGO,ALB,services,services,1.0129337732567364e-4,9.465369206913253e-6
2014,AGO,DZA,goods,goods,9.128077616840728e-6,3.896751489617707e-6
2014,AGO,DZA,goods,services,6.242374478404687e-6,2.6186761085651948e-6
2014,AGO,DZA,services,goods,5.021312777682784e-6,2.6826001485473273e-6
