Year,Country_s,Country_r,Industry_i,Industry_j,BT_demand,BT_supply
2017,AFG,AFG,goods,goods,1.933998020396732,0.48168315371809756
2017,AFG,AFG,goods,services,3.213107019487332,0.23821177516400405
2017,AFG,AFG,services,goods,3.213107019487332,0.23821177516400405
2017,AFG,AFG,services,services,5.049481265267042,0.6255737624549613
2017,AFG,ALB,goods,goods,1.9688088354902222e-4,2.338821675653419e-4
2017,AFG,ALB,goods,services,1.1122609528316552e-4,3.44731969829373e-5
2017,AFG,ALB,services,goods,1.233371689814521e-4,5.27189498389388e-5
2017,AFG,ALB,services,services,9.22481542113175e-5,2.1418448077170962e-5
2017,AFG,DZA,goods,goods,2.3746246193760378e-5,1.5745068622038898e-5
2017,AFG,DZA,goods,services,2.223803682080066e-5,7.960989813793859e-6
2017,AFG,DZA,services,goods,1.636816844911506e-5,7.4314228055249116e-6
2017,AFG,DZA,services,services,1.5551930859752304e-5,4.724210450749366e-6
2017,AFG,AND,goods,goods,6.683087922333403e-4,3.4965316028841864e-5
2017,AFG,AND,goods,services,6.231484724596958e-5,3.4094969696999424e-5
2017,AFG,AND,services,goods,3.9367857214396643e-4,2.2742258785513303e-5
2017,AFG,AND,services,services,4.7929744504051536e-5,1.99164951503789e-5
2017,AFG,AGO,goods,goods,3.0340932132663646e-5,2.0922858443536617e-5
2017,AFG,AGO,goods,services,4.549119662318434e-5,1.973957001315954e-5
2017,AFG,AGO,services,goods,2.5104685544284194e-5,1.2860943120318113e-5
2017,AFG,AGO,services,services,3.421699224440357e-5,1.2076624758240086e-5
2017,ALB,AFG,goods,goods,1.9688088354902222e-4,2.338821675653419e-4
2017,ALB,AFG,goods,services,1.233371689814521e-4,5.27189498389388e-5
2017,ALB,AFG,services,goods,1.1122609528316552e-4,3.44731969829373e-5
2017,ALB,AFG,services,services,9.22481542113175e-5,2.1418448077170962e-5
2017,ALB,ALB,goods,goods,1.04228622313682,0.34558188647444715
2017,ALB,ALB,goods,services,3.689860218953774,0.25321139516953395
2017,ALB,ALB,services,goods,3.689860218953774,0.25321139516953395
2017,ALB,ALB,services,services,5.592388749260095,0.5873358335813811
2017,ALB,DZA,goods,goods,1.5652131995892784e-5,8.537753958665293e-6
2017,ALB,DZA,goods,services,1.8207349104652057e-5,5.255224149361625e-6
2017,ALB,DZA,services,goods,1.6138604526120335e-5,5.254540722284657e-6
2017,ALB,DZA,services,services,1.7008321967981654e-5,3.664022166000992e-6
2017,ALB,AND,goods,goods,0.0025791676449747765,1.4453520098155505e-4
2017,ALB,AND,goods,services,2.009036055966021e-4,6.710023117714614e-5
2017,ALB,AND,services,goods,0.0022695743147500684,1.2666774847872609e-4
2017,ALB,AND,services,services,2.3272662497661462e-4,5.392328240912514e-5
2017,ALB,AGO,goods,goods,1.0868630139778727e-4,3.141786669690857e-5
2017,ALB,AGO,goods,services,1.4820177558325003e-4,2.4827056928645708e-5
2017,ALB,AGO,services,goods,1.0833515697253097e-4,1.9148012916054914e-5
2017,ALB,AGO,services,services,1.3647362852079202e-4,1.4738870301206182e-5
2017,DZA,AFG,goods,goods,2.3746246193760378e-5,1.5745068622038898e-5
2017,DZA,AFG,goods,services,1.636816844911506e-5,7.4314228055249116e-6
2017,DZA,AFG,services,goods,2.223803682080066e-5,7.960989813793859e-6
2017,DZA,AFG,services,services,1.5551930859752304e-5,4.724210450749366e-6
2017,DZA,ALB,goods,goods,1.5652131995892784e-5,8.537753958665293e-6
2017,DZA,ALB,goods,services,1.6138604526120335e-5,5.254540722284657e-6
2017,DZA,ALB,services,goods,1.8207349104652057e-5,5.255224149361625e-6
2017,DZA,ALB,services,services,1.7008321967981654e-5,3.664022166000992e-6
2017,DZA,DZA,goods,goods,1.2057879033469405,0.2985416912978902
2017,DZA,DZA,goods,services,3.1731232583790283,0.19116368273435974
2017,DZA,DZA,services,goods,3.1731232583790283,0.19116368273435974
2017,DZA,DZA,services,services,4.128598740502744,0.3604771626767392
2017,DZA,AND,goods,goods,5.992224935184175e-4,4.3297345660106375e-5
2017,DZA,AND,goods,services,2.637391083107565e-5,1.2028839657339332e-5
2017,DZA,AND,services,goods,4.4267672533283506e-4,2.44723078091491e-5
2017,DZA,AND,services,services,3.092253821353258e-5,1.259183056606565e-5
2017,DZA,AGO,goods,goods,5.405452086838194e-6,4.240829159746632e-6
2017,DZA,AGO,goods,services,5.030110598804513e-6,2.6363640260582204e-6
2017,DZA,AGO,services,goods,4.92724850965591e-6,2.1549169046902885e-6
2017,DZA,AGO,services,services,4.013587210276496e-6,1.5353444781468452e-6
2017,AND,AFG,goods,goods,6.683087922333403e-4,3.4965316028841864e-5
2017,AND,AFG,goods,services,3.9367857214396643e-4,2.2742258785513303e-5
2017,AND,AFG,services,goods,6.231484724596958e-5,3.4094969696999424e-5
2017,AND,AFG,services,services,4.7929744504051536e-5,1.99164951503789e-5
2017,AND,ALB,goods,goods,0.0025791676449747765,1.4453520098155505e-4
2017,AND,ALB,goods,services,0.0022695743147500684,1.2666774847872609e-4
2017,AND,ALB,services,goods,2.009036055966021e-4,6.710023117714614e-5
2017,AND,ALB,services,services,2.3272662497661462e-4,5.392328240912514e-5
2017,AND,DZA,goods,goods,5.992224935184175e-4,4.3297345660106375e-5
2017,AND,DZA,goods,services,4.4267672533283506e-4,2.44723078091491e-5
2017,AND,DZA,services,goods,2.637391083107565e-5,1.2028839657339332e-5
