Year,Country_s,Country_r,Industry_i,Industry_j,BT_demand,BT_supply
2011,AFG,AFG,goods,goods,2.9236688653657863,0.718056439547298
2011,AFG,AFG,goods,services,8.596585376937258,0.30474942391331433
2011,AFG,AFG,services,goods,8.596585376937258,0.30474942391331433
2011,AFG,AFG,services,services,4.5674706705860295,0.661938074337404
2011,AFG,ALB,goods,goods,4.957180281060142e-4,1.1022993098007908e-4
2011,AFG,ALB,goods,services,9.41899058799357e-5,1.921011620805926e-5
2011,AFG,ALB,services,goods,3.328771074857963e-4,2.338845025821805e-5
2011,AFG,ALB,services,services,6.999428474274187e-5,9.22167014688242e-6
2011,AFG,DZA,goods,goods,2.7469532440598773e-5,1.3407374932234679e-5
2011,AFG,DZA,goods,services,2.8513779153864447e-5,1.2027938644988155e-5
2011,AFG,DZA,services,goods,1.0278750611185622e-5,5.230777535174101e-6
2011,AFG,DZA,services,services,1.024531700979241e-5,4.726246061068171e-6
2011,AFG,AND,goods,goods,6.551500859142135e-4,3.0613861539174176e-5
2011,AFG,AND,goods,services,5.8544762587372665e-5,1.9211131358558064e-5
2011,AFG,AND,services,goods,3.991121378669467e-4,2.6814707900752724e-5
2011,AFG,AND,services,services,3.362726160776886e-5,1.2721509890761787e-5
2011,AFG,AGO,goods,goods,3.904118127102233e-5,1.8860244466219284e-5
2011,AFG,AGO,goods,services,5.2704202284321443e-5,2.2833402413279165e-5
2011,AFG,AGO,services,goods,1.6214043042452202e-5,8.072810971557815e-6
2011,AFG,AGO,services,services,1.8933517713001345e-5,8.878461934699458e-6
2011,ALB,AFG,goods,goods,4.957180281060142e-4,1.1022993098007908e-4
2011,ALB,AFG,goods,services,3.328771074857963e-4,2.338845025821805e-5
2011,ALB,AFG,services,goods,9.41899058799357e-5,1.921011620805926e-5
2011,ALB,AFG,services,services,6.999428474274187e-5,9.22167014688242e-6
2011,ALB,ALB,goods,goods,7.636738771790949,0.43360529331255543
2011,ALB,ALB,goods,services,32.35391265822508,0.27072056429733016
2011,ALB,ALB,services,goods,32.35391265822508,0.27072056429733016
2011,ALB,ALB,services,services,7.249919148842036,0.4683128689198967
2011,ALB,DZA,goods,goods,9.160192872171233e-5,1.2691817934313623e-5
2011,ALB,DZA,goods,services,1.4097367029293064e-4,1.610359305037736e-5
2011,ALB,DZA,services,goods,1.9801025222953848e-5,4.938201808345489e-6
2011,ALB,DZA,services,services,2.6475646927543873e-5,5.534315779181875e-6
2011,ALB,AND,goods,goods,0.0012637726617812212,6.125105268335353e-5
2011,ALB,AND,goods,services,5.011853576738335e-4,3.197706218802188e-5
2011,ALB,AND,services,goods,9.722504063709259e-4,5.554853563166483e-5
2011,ALB,AND,services,services,1.429413791746712e-4,2.3729385728411708e-5
2011,ALB,AGO,goods,goods,4.7629526280825027e-4,2.71531611720956e-5
2011,ALB,AGO,goods,services,6.734409602261862e-4,3.102179508107414e-5
2011,ALB,AGO,services,goods,8.870289483044102e-5,1.0627602724985032e-5
2011,ALB,AGO,services,services,1.1564965704485691e-4,1.0561340043884953e-5
2011,DZA,AFG,goods,goods,2.7469532440598773e-5,1.3407374932234679e-5
2011,DZA,AFG,goods,services,1.0278750611185622e-5,5.230777535174101e-6
2011,DZA,AFG,services,goods,2.8513779153864447e-5,1.2027938644988155e-5
2011,DZA,AFG,services,services,1.024531700979241e-5,4.726246061068171e-6
2011,DZA,ALB,goods,goods,9.160192872171233e-5,1.2691817934313623e-5
2011,DZA,ALB,goods,services,1.9801025222953848e-5,4.938201808345489e-6
2011,DZA,ALB,services,goods,1.4097367029293064e-4,1.610359305037736e-5
2011,DZA,ALB,services,services,2.6475646927543873e-5,5.534315779181875e-6
